dirname,path,type,lc,lch,lov,gateasym,w,device_id
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_10_2025_08_11_10_51_30,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_10_2025_08_11_10_51_30,nmos,0.16,0.2,0.06,0.0,4.0,10
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_11_2025_08_11_10_50_48,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_11_2025_08_11_10_50_48,nmos,0.16,0.2,0.06,0.0,4.0,11
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_12_2025_08_11_10_50_05,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_12_2025_08_11_10_50_05,nmos,0.16,0.2,0.06,0.0,4.0,12
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_13_2025_08_11_10_49_22,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_13_2025_08_11_10_49_22,nmos,0.16,0.2,0.06,0.0,4.0,13
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_14_2025_08_11_10_48_40,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_14_2025_08_11_10_48_40,nmos,0.16,0.2,0.06,0.0,4.0,14
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_15_2025_08_11_10_47_57,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_15_2025_08_11_10_47_57,nmos,0.16,0.2,0.06,0.0,4.0,15
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_16_2025_08_11_10_47_14,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_16_2025_08_11_10_47_14,nmos,0.16,0.2,0.06,0.0,4.0,16
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_17_2025_08_11_10_46_31,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_17_2025_08_11_10_46_31,nmos,0.16,0.2,0.06,0.0,4.0,17
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_18_2025_08_11_10_45_49,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_18_2025_08_11_10_45_49,nmos,0.16,0.2,0.06,0.0,4.0,18
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_19_2025_08_11_10_45_06,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_19_2025_08_11_10_45_06,nmos,0.16,0.2,0.06,0.0,4.0,19
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_1_2025_08_11_10_57_54,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_1_2025_08_11_10_57_54,nmos,0.16,0.2,0.06,0.0,4.0,1
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_20_2025_08_11_10_44_23,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_20_2025_08_11_10_44_23,nmos,0.16,0.2,0.06,0.0,4.0,20
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_21_2025_08_11_10_43_40,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_21_2025_08_11_10_43_40,nmos,0.16,0.2,0.06,0.0,4.0,21
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_22_2025_08_11_10_42_57,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_22_2025_08_11_10_42_57,nmos,0.16,0.2,0.06,0.0,4.0,22
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_23_2025_08_11_10_42_15,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_23_2025_08_11_10_42_15,nmos,0.16,0.2,0.06,0.0,4.0,23
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_2_2025_08_11_10_57_12,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_2_2025_08_11_10_57_12,nmos,0.16,0.2,0.06,0.0,4.0,2
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_3_2025_08_11_10_56_29,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_3_2025_08_11_10_56_29,nmos,0.16,0.2,0.06,0.0,4.0,3
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_4_2025_08_11_10_55_46,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_4_2025_08_11_10_55_46,nmos,0.16,0.2,0.06,0.0,4.0,4
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_5_2025_08_11_10_55_04,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_5_2025_08_11_10_55_04,nmos,0.16,0.2,0.06,0.0,4.0,5
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_6_2025_08_11_10_54_21,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_6_2025_08_11_10_54_21,nmos,0.16,0.2,0.06,0.0,4.0,6
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_7_2025_08_11_10_53_38,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_7_2025_08_11_10_53_38,nmos,0.16,0.2,0.06,0.0,4.0,7
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_8_2025_08_11_10_52_56,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_8_2025_08_11_10_52_56,nmos,0.16,0.2,0.06,0.0,4.0,8
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_9_2025_08_11_10_52_13,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_9_2025_08_11_10_52_13,nmos,0.16,0.2,0.06,0.0,4.0,9
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_0_2025_08_11_10_24_17,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_0_2025_08_11_10_24_17,nmos,0.16,0.4,0.06,0.0,4.0,0
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_10_2025_08_11_10_17_07,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_10_2025_08_11_10_17_07,nmos,0.16,0.4,0.06,0.0,4.0,10
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_11_2025_08_11_10_16_24,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_11_2025_08_11_10_16_24,nmos,0.16,0.4,0.06,0.0,4.0,11
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_12_2025_08_11_10_15_40,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_12_2025_08_11_10_15_40,nmos,0.16,0.4,0.06,0.0,4.0,12
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_13_2025_08_11_10_14_58,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_13_2025_08_11_10_14_58,nmos,0.16,0.4,0.06,0.0,4.0,13
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_14_2025_08_11_10_14_15,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_14_2025_08_11_10_14_15,nmos,0.16,0.4,0.06,0.0,4.0,14
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_15_2025_08_11_10_13_32,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_15_2025_08_11_10_13_32,nmos,0.16,0.4,0.06,0.0,4.0,15
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_16_2025_08_11_10_12_49,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_16_2025_08_11_10_12_49,nmos,0.16,0.4,0.06,0.0,4.0,16
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_17_2025_08_11_10_12_06,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_17_2025_08_11_10_12_06,nmos,0.16,0.4,0.06,0.0,4.0,17
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_18_2025_08_11_10_11_23,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_18_2025_08_11_10_11_23,nmos,0.16,0.4,0.06,0.0,4.0,18
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_19_2025_08_11_10_10_40,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_19_2025_08_11_10_10_40,nmos,0.16,0.4,0.06,0.0,4.0,19
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_1_2025_08_11_10_23_34,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_1_2025_08_11_10_23_34,nmos,0.16,0.4,0.06,0.0,4.0,1
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_20_2025_08_11_10_09_57,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_20_2025_08_11_10_09_57,nmos,0.16,0.4,0.06,0.0,4.0,20
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_21_2025_08_11_10_09_14,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_21_2025_08_11_10_09_14,nmos,0.16,0.4,0.06,0.0,4.0,21
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_22_2025_08_11_10_08_31,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_22_2025_08_11_10_08_31,nmos,0.16,0.4,0.06,0.0,4.0,22
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_23_2025_08_11_10_07_49,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_23_2025_08_11_10_07_49,nmos,0.16,0.4,0.06,0.0,4.0,23
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_2_2025_08_11_10_22_51,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_2_2025_08_11_10_22_51,nmos,0.16,0.4,0.06,0.0,4.0,2
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_3_2025_08_11_10_22_08,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_3_2025_08_11_10_22_08,nmos,0.16,0.4,0.06,0.0,4.0,3
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_4_2025_08_11_10_21_25,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_4_2025_08_11_10_21_25,nmos,0.16,0.4,0.06,0.0,4.0,4
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_5_2025_08_11_10_20_42,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_5_2025_08_11_10_20_42,nmos,0.16,0.4,0.06,0.0,4.0,5
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_6_2025_08_11_10_19_59,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_6_2025_08_11_10_19_59,nmos,0.16,0.4,0.06,0.0,4.0,6
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_7_2025_08_11_10_19_16,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_7_2025_08_11_10_19_16,nmos,0.16,0.4,0.06,0.0,4.0,7
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_8_2025_08_11_10_18_33,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_8_2025_08_11_10_18_33,nmos,0.16,0.4,0.06,0.0,4.0,8
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_9_2025_08_11_10_17_50,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_9_2025_08_11_10_17_50,nmos,0.16,0.4,0.06,0.0,4.0,9
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_0_2025_08_11_09_50_28,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_0_2025_08_11_09_50_28,nmos,0.2,0.12,0.06,0.0,4.0,0
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_10_2025_08_11_09_43_30,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_10_2025_08_11_09_43_30,nmos,0.2,0.12,0.06,0.0,4.0,10
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_11_2025_08_11_09_42_49,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_11_2025_08_11_09_42_49,nmos,0.2,0.12,0.06,0.0,4.0,11
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_12_2025_08_11_09_42_11,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_12_2025_08_11_09_42_11,nmos,0.2,0.12,0.06,0.0,4.0,12
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_13_2025_08_11_09_41_29,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_13_2025_08_11_09_41_29,nmos,0.2,0.12,0.06,0.0,4.0,13
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_14_2025_08_11_09_40_48,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_14_2025_08_11_09_40_48,nmos,0.2,0.12,0.06,0.0,4.0,14
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_15_2025_08_11_09_40_06,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_15_2025_08_11_09_40_06,nmos,0.2,0.12,0.06,0.0,4.0,15
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_16_2025_08_11_09_39_25,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_16_2025_08_11_09_39_25,nmos,0.2,0.12,0.06,0.0,4.0,16
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_17_2025_08_11_09_38_43,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_17_2025_08_11_09_38_43,nmos,0.2,0.12,0.06,0.0,4.0,17
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_18_2025_08_11_09_38_01,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_18_2025_08_11_09_38_01,nmos,0.2,0.12,0.06,0.0,4.0,18
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_19_2025_08_11_09_37_20,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_19_2025_08_11_09_37_20,nmos,0.2,0.12,0.06,0.0,4.0,19
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_1_2025_08_11_09_49_46,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_1_2025_08_11_09_49_46,nmos,0.2,0.12,0.06,0.0,4.0,1
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_20_2025_08_11_09_36_38,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_20_2025_08_11_09_36_38,nmos,0.2,0.12,0.06,0.0,4.0,20
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_21_2025_08_11_09_35_57,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_21_2025_08_11_09_35_57,nmos,0.2,0.12,0.06,0.0,4.0,21
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_22_2025_08_11_09_35_16,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_22_2025_08_11_09_35_16,nmos,0.2,0.12,0.06,0.0,4.0,22
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_23_2025_08_11_09_34_34,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_23_2025_08_11_09_34_34,nmos,0.2,0.12,0.06,0.0,4.0,23
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_2_2025_08_11_09_49_04,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_2_2025_08_11_09_49_04,nmos,0.2,0.12,0.06,0.0,4.0,2
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_3_2025_08_11_09_48_22,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_3_2025_08_11_09_48_22,nmos,0.2,0.12,0.06,0.0,4.0,3
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_4_2025_08_11_09_47_40,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_4_2025_08_11_09_47_40,nmos,0.2,0.12,0.06,0.0,4.0,4
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_5_2025_08_11_09_46_58,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_5_2025_08_11_09_46_58,nmos,0.2,0.12,0.06,0.0,4.0,5
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_6_2025_08_11_09_46_16,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_6_2025_08_11_09_46_16,nmos,0.2,0.12,0.06,0.0,4.0,6
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_7_2025_08_11_09_45_35,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_7_2025_08_11_09_45_35,nmos,0.2,0.12,0.06,0.0,4.0,7
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_8_2025_08_11_09_44_53,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_8_2025_08_11_09_44_53,nmos,0.2,0.12,0.06,0.0,4.0,8
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_9_2025_08_11_09_44_12,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_9_2025_08_11_09_44_12,nmos,0.2,0.12,0.06,0.0,4.0,9
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_0_2025_08_11_09_16_52,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_0_2025_08_11_09_16_52,nmos,0.2,0.14,0.06,0.0,4.0,0
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_10_2025_08_11_09_09_45,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_10_2025_08_11_09_09_45,nmos,0.2,0.14,0.06,0.0,4.0,10
